study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_platform	instrument_model	nominal_length	read_count	base_count	run_alias	fastq_ftp	submitted_ftp	sra_ftp	sample_title
PRJEB42858	SAMEA7993288	ERS5680559	ERX5046735	ERR5243674	90370	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	Illumina MiSeq	100	560108	134061567	ena-RUN-UNIVERSITY OF CAMBRDGE-04-02-2021-11:06:34:572-34	ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/004/ERR5243674/ERR5243674_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/004/ERR5243674/ERR5243674_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR524/004/ERR5243674.bai;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243674/COL_INS_GMR_S_331_18_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243674/COL_INS_GMR_S_331_18_2.fastq.gz		Colombia
PRJEB42858	SAMEA7993289	ERS5680560	ERX5046736	ERR5243675	90370	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	Illumina MiSeq	100	649904	156445792	ena-RUN-UNIVERSITY OF CAMBRDGE-04-02-2021-11:06:34:572-35	ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/005/ERR5243675/ERR5243675_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/005/ERR5243675/ERR5243675_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR524/005/ERR5243675.bai;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243675/COL_INS_GMR_S_414_18_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243675/COL_INS_GMR_S_414_18_2.fastq.gz		Colombia
PRJEB42858	SAMEA7993290	ERS5680561	ERX5046737	ERR5243676	90370	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	Illumina MiSeq	100	1128270	262183365	ena-RUN-UNIVERSITY OF CAMBRDGE-04-02-2021-11:06:34:572-36	ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/006/ERR5243676/ERR5243676_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/006/ERR5243676/ERR5243676_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR524/006/ERR5243676.bai;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243676/COL_INS_S_Ty660_292_13_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243676/COL_INS_S_Ty660_292_13_2.fastq.gz		Colombia
PRJEB42858	SAMEA7993291	ERS5680562	ERX5046738	ERR5243677	90370	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	Illumina MiSeq	100	1003100	157145783	ena-RUN-UNIVERSITY OF CAMBRDGE-04-02-2021-11:06:34:572-37	ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/007/ERR5243677/ERR5243677_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/007/ERR5243677/ERR5243677_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR524/007/ERR5243677.bai;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243677/COL_INS_S_Ty66_143_99_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243677/COL_INS_S_Ty66_143_99_2.fastq.gz		Colombia
PRJEB42858	SAMEA7993292	ERS5680563	ERX5046739	ERR5243678	90370	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	Illumina MiSeq	100	1184514	275960160	ena-RUN-UNIVERSITY OF CAMBRDGE-04-02-2021-11:06:34:572-38	ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/008/ERR5243678/ERR5243678_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/008/ERR5243678/ERR5243678_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR524/008/ERR5243678.bai;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243678/COL_INS_GMR_S_298_16_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243678/COL_INS_GMR_S_298_16_2.fastq.gz		Colombia
PRJEB42858	SAMEA7993293	ERS5680564	ERX5046740	ERR5243679	90370	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	Illumina MiSeq	100	2914244	451071581	ena-RUN-UNIVERSITY OF CAMBRDGE-04-02-2021-11:06:34:572-39	ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/009/ERR5243679/ERR5243679_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/009/ERR5243679/ERR5243679_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR524/009/ERR5243679.bai;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243679/COL_INS_S_Ty60_38_99_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243679/COL_INS_S_Ty60_38_99_2.fastq.gz		Colombia
PRJEB42858	SAMEA7993294	ERS5680565	ERX5046741	ERR5243680	90370	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	Illumina MiSeq	100	968730	171559231	ena-RUN-UNIVERSITY OF CAMBRDGE-04-02-2021-11:06:34:572-40	ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/000/ERR5243680/ERR5243680_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/000/ERR5243680/ERR5243680_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR524/000/ERR5243680.bai;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243680/COL_INS_S_Ty0330_256_08_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243680/COL_INS_S_Ty0330_256_08_2.fastq.gz		Colombia
PRJEB42858	SAMEA7993295	ERS5680566	ERX5046742	ERR5243681	90370	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	Illumina MiSeq	100	981036	227941713	ena-RUN-UNIVERSITY OF CAMBRDGE-04-02-2021-11:06:34:573-41	ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/001/ERR5243681/ERR5243681_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/001/ERR5243681/ERR5243681_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR524/001/ERR5243681.bai;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243681/COL_INS_GMR_S_72_18_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243681/COL_INS_GMR_S_72_18_2.fastq.gz		Colombia
PRJEB42858	SAMEA7993296	ERS5680567	ERX5046743	ERR5243682	90370	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	Illumina MiSeq	100	871560	206050650	ena-RUN-UNIVERSITY OF CAMBRDGE-04-02-2021-11:06:34:573-42	ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/002/ERR5243682/ERR5243682_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/002/ERR5243682/ERR5243682_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR524/002/ERR5243682.bai;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243682/COL_INS_GMR_S_752_17_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243682/COL_INS_GMR_S_752_17_2.fastq.gz		Colombia
PRJEB42858	SAMEA7993297	ERS5680568	ERX5046744	ERR5243683	90370	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	Illumina MiSeq	100	916206	211877035	ena-RUN-UNIVERSITY OF CAMBRDGE-04-02-2021-11:06:34:573-43	ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/003/ERR5243683/ERR5243683_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/003/ERR5243683/ERR5243683_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR524/003/ERR5243683.bai;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243683/COL_INS_S_Ty666_329_13_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243683/COL_INS_S_Ty666_329_13_2.fastq.gz		Colombia
PRJEB42858	SAMEA7993298	ERS5680569	ERX5046745	ERR5243684	90370	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	Illumina MiSeq	100	1154314	178726773	ena-RUN-UNIVERSITY OF CAMBRDGE-04-02-2021-11:06:34:573-44	ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/004/ERR5243684/ERR5243684_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/004/ERR5243684/ERR5243684_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR524/004/ERR5243684.bai;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243684/COL_INS_S_Ty69_9_00_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243684/COL_INS_S_Ty69_9_00_2.fastq.gz		Colombia
PRJEB42858	SAMEA7993299	ERS5680570	ERX5046746	ERR5243685	90370	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	Illumina MiSeq	100	795582	189940461	ena-RUN-UNIVERSITY OF CAMBRDGE-04-02-2021-11:06:34:573-45	ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/005/ERR5243685/ERR5243685_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/005/ERR5243685/ERR5243685_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR524/005/ERR5243685.bai;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243685/COL_INS_GMR_S_284_17_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243685/COL_INS_GMR_S_284_17_2.fastq.gz		Colombia
PRJEB42858	SAMEA7993300	ERS5680571	ERX5046747	ERR5243686	90370	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	Illumina MiSeq	100	1047110	238979129	ena-RUN-UNIVERSITY OF CAMBRDGE-04-02-2021-11:06:34:573-46	ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/006/ERR5243686/ERR5243686_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/006/ERR5243686/ERR5243686_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR524/006/ERR5243686.bai;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243686/COL_INS_S_Ty600_711_12_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243686/COL_INS_S_Ty600_711_12_2.fastq.gz		Colombia
PRJEB42858	SAMEA7993301	ERS5680572	ERX5046748	ERR5243687	90370	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	Illumina MiSeq	100	1017376	236111948	ena-RUN-UNIVERSITY OF CAMBRDGE-04-02-2021-11:06:34:573-47	ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/007/ERR5243687/ERR5243687_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/007/ERR5243687/ERR5243687_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR524/007/ERR5243687.bai;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243687/COL_INS_S_Ty563_214_12_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243687/COL_INS_S_Ty563_214_12_2.fastq.gz		Colombia
PRJEB42858	SAMEA7993302	ERS5680573	ERX5046749	ERR5243688	90370	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	Illumina MiSeq	100	948660	148516941	ena-RUN-UNIVERSITY OF CAMBRDGE-04-02-2021-11:06:34:573-48	ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/008/ERR5243688/ERR5243688_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/008/ERR5243688/ERR5243688_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR524/008/ERR5243688.bai;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243688/COL_INS_S_Ty59_37_99_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243688/COL_INS_S_Ty59_37_99_2.fastq.gz		Colombia
PRJEB42858	SAMEA7993303	ERS5680574	ERX5046750	ERR5243689	90370	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	Illumina MiSeq	100	1041720	239625198	ena-RUN-UNIVERSITY OF CAMBRDGE-04-02-2021-11:06:34:573-49	ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/009/ERR5243689/ERR5243689_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/009/ERR5243689/ERR5243689_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR524/009/ERR5243689.bai;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243689/COL_INS_S_Ty667_346_13_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243689/COL_INS_S_Ty667_346_13_2.fastq.gz		Colombia
PRJEB42858	SAMEA7993304	ERS5680575	ERX5046751	ERR5243690	90370	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	Illumina MiSeq	100	852624	204072533	ena-RUN-UNIVERSITY OF CAMBRDGE-04-02-2021-11:06:34:573-50	ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/000/ERR5243690/ERR5243690_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/000/ERR5243690/ERR5243690_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR524/000/ERR5243690.bai;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243690/COL_INS_S_Ty1013_755_15_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243690/COL_INS_S_Ty1013_755_15_2.fastq.gz		Colombia
PRJEB42858	SAMEA7993305	ERS5680576	ERX5046752	ERR5243691	90370	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	Illumina MiSeq	100	1107416	263726926	ena-RUN-UNIVERSITY OF CAMBRDGE-04-02-2021-11:06:34:573-51	ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/001/ERR5243691/ERR5243691_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/001/ERR5243691/ERR5243691_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR524/001/ERR5243691.bai;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243691/COL_INS_GMR_S_52_18_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243691/COL_INS_GMR_S_52_18_2.fastq.gz		Colombia
PRJEB42858	SAMEA7993306	ERS5680577	ERX5046753	ERR5243692	90370	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	Illumina MiSeq	100	1544302	290593960	ena-RUN-UNIVERSITY OF CAMBRDGE-04-02-2021-11:06:34:573-52	ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/002/ERR5243692/ERR5243692_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/002/ERR5243692/ERR5243692_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR524/002/ERR5243692.bai;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243692/COL_INS_S_Ty0278_322_08_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243692/COL_INS_S_Ty0278_322_08_2.fastq.gz		Colombia
PRJEB42858	SAMEA7993307	ERS5680578	ERX5046754	ERR5243693	90370	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	Illumina MiSeq	100	571776	137056307	ena-RUN-UNIVERSITY OF CAMBRDGE-04-02-2021-11:06:34:573-53	ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/003/ERR5243693/ERR5243693_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/003/ERR5243693/ERR5243693_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR524/003/ERR5243693.bai;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243693/COL_INS_GMR_S_91_18_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243693/COL_INS_GMR_S_91_18_2.fastq.gz		Colombia
PRJEB42858	SAMEA7993308	ERS5680579	ERX5046755	ERR5243694	90370	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	Illumina MiSeq	100	750542	179668205	ena-RUN-UNIVERSITY OF CAMBRDGE-04-02-2021-11:06:34:573-54	ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/004/ERR5243694/ERR5243694_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/004/ERR5243694/ERR5243694_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR524/004/ERR5243694.bai;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243694/COL_INS_GMR_S_591_18_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243694/COL_INS_GMR_S_591_18_2.fastq.gz		Colombia
PRJEB42858	SAMEA7993309	ERS5680580	ERX5046756	ERR5243695	90370	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	Illumina MiSeq	100	1257222	206000894	ena-RUN-UNIVERSITY OF CAMBRDGE-04-02-2021-11:06:34:573-55	ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/005/ERR5243695/ERR5243695_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/005/ERR5243695/ERR5243695_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR524/005/ERR5243695.bai;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243695/COL_INS_S_Ty0302_486_08_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243695/COL_INS_S_Ty0302_486_08_2.fastq.gz		Colombia
PRJEB42858	SAMEA7993310	ERS5680581	ERX5046757	ERR5243696	90370	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	Illumina MiSeq	100	1233914	217203105	ena-RUN-UNIVERSITY OF CAMBRDGE-04-02-2021-11:06:34:573-56	ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/006/ERR5243696/ERR5243696_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/006/ERR5243696/ERR5243696_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR524/006/ERR5243696.bai;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243696/COL_INS_S_Ty162_160_189_05_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243696/COL_INS_S_Ty162_160_189_05_2.fastq.gz		Colombia
PRJEB42858	SAMEA7993311	ERS5680582	ERX5046758	ERR5243697	90370	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	Illumina MiSeq	100	771624	177520754	ena-RUN-UNIVERSITY OF CAMBRDGE-04-02-2021-11:06:34:573-57	ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/007/ERR5243697/ERR5243697_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/007/ERR5243697/ERR5243697_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR524/007/ERR5243697.bai;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243697/COL_INS_GMR_S_547_18_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243697/COL_INS_GMR_S_547_18_2.fastq.gz		Colombia
PRJEB42858	SAMEA7993312	ERS5680583	ERX5046759	ERR5243698	90370	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	Illumina MiSeq	100	667100	155151947	ena-RUN-UNIVERSITY OF CAMBRDGE-04-02-2021-11:06:34:573-58	ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/008/ERR5243698/ERR5243698_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/008/ERR5243698/ERR5243698_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR524/008/ERR5243698.bai;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243698/COL_INS_S_Ty726_1010_13_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243698/COL_INS_S_Ty726_1010_13_2.fastq.gz		Colombia
PRJEB42858	SAMEA7993313	ERS5680584	ERX5046760	ERR5243699	90370	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	Illumina MiSeq	100	702096	167602736	ena-RUN-UNIVERSITY OF CAMBRDGE-04-02-2021-11:06:34:573-59	ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/009/ERR5243699/ERR5243699_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/009/ERR5243699/ERR5243699_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR524/009/ERR5243699.bai;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243699/COL_INS_GMR_S_480_18_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243699/COL_INS_GMR_S_480_18_2.fastq.gz		Colombia
PRJEB42858	SAMEA7993314	ERS5680585	ERX5046761	ERR5243700	90370	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	Illumina MiSeq	100	1948390	372141180	ena-RUN-UNIVERSITY OF CAMBRDGE-04-02-2021-11:06:34:573-60	ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/000/ERR5243700/ERR5243700_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/000/ERR5243700/ERR5243700_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR524/000/ERR5243700.bai;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243700/COL_INS_S_Ty0178_255_05_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243700/COL_INS_S_Ty0178_255_05_2.fastq.gz		Colombia
PRJEB42858	SAMEA7993315	ERS5680586	ERX5046762	ERR5243701	90370	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	Illumina MiSeq	100	1322894	222974849	ena-RUN-UNIVERSITY OF CAMBRDGE-04-02-2021-11:06:34:573-61	ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/001/ERR5243701/ERR5243701_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/001/ERR5243701/ERR5243701_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR524/001/ERR5243701.bai;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243701/COL_INS_S_Ty522_738_11_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243701/COL_INS_S_Ty522_738_11_2.fastq.gz		Colombia
PRJEB42858	SAMEA7993316	ERS5680587	ERX5046763	ERR5243702	90370	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	Illumina MiSeq	100	1038462	244357630	ena-RUN-UNIVERSITY OF CAMBRDGE-04-02-2021-11:06:34:573-62	ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/002/ERR5243702/ERR5243702_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/002/ERR5243702/ERR5243702_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR524/002/ERR5243702.bai;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243702/COL_INS_GMR_S_29_17_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243702/COL_INS_GMR_S_29_17_2.fastq.gz		Colombia
PRJEB42858	SAMEA7993317	ERS5680588	ERX5046764	ERR5243703	90370	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	Illumina MiSeq	100	1060560	249108551	ena-RUN-UNIVERSITY OF CAMBRDGE-04-02-2021-11:06:34:573-63	ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/003/ERR5243703/ERR5243703_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/003/ERR5243703/ERR5243703_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR524/003/ERR5243703.bai;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243703/COL_INS_S_Ty1100_1425_15_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243703/COL_INS_S_Ty1100_1425_15_2.fastq.gz		Colombia
PRJEB42858	SAMEA7993318	ERS5680589	ERX5046765	ERR5243704	90370	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	Illumina MiSeq	100	977246	152764046	ena-RUN-UNIVERSITY OF CAMBRDGE-04-02-2021-11:06:34:573-64	ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/004/ERR5243704/ERR5243704_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/004/ERR5243704/ERR5243704_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR524/004/ERR5243704.bai;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243704/COL_INS_S_Ty49_39_97_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243704/COL_INS_S_Ty49_39_97_2.fastq.gz		Colombia
PRJEB42858	SAMEA7993319	ERS5680590	ERX5046766	ERR5243705	90370	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	Illumina MiSeq	100	989170	234567974	ena-RUN-UNIVERSITY OF CAMBRDGE-04-02-2021-11:06:34:573-65	ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/005/ERR5243705/ERR5243705_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/005/ERR5243705/ERR5243705_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR524/005/ERR5243705.bai;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243705/COL_INS_S_Ty1124_16_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243705/COL_INS_S_Ty1124_16_2.fastq.gz		Colombia
PRJEB42858	SAMEA7993320	ERS5680591	ERX5046767	ERR5243706	90370	Salmonella enterica subsp. enterica serovar Typhi	ILLUMINA	Illumina MiSeq	100	569616	136363740	ena-RUN-UNIVERSITY OF CAMBRDGE-04-02-2021-11:06:34:574-66	ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/006/ERR5243706/ERR5243706_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR524/006/ERR5243706/ERR5243706_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR524/006/ERR5243706.bai;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243706/COL_INS_GMR_S_95_18_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR524/ERR5243706/COL_INS_GMR_S_95_18_2.fastq.gz		Colombia
